Time,Rad_GHI,Rad_DNI,Tamb,Caudal_salida_vapor_kgh,Potencia_kW,P_salida_barg,T_salida_C
15:02:00,801.28,937.48,31.82,44,29.43,5.24,160.37
15:03:00,801.28,937.34,31.86,41,29.52,5.26,160.39
15:04:00,797.85,937.19,31.6,42,29.32,5.23,160.36
15:05:00,795.99,937.05,31.52,39,28.94,5.23,160.38
15:06:00,794.15,936.9,31.52,36,29.61,5.26,160.37
15:07:00,794.15,936.75,31.55,40,28.35,5.26,160.35
15:08:00,794.15,936.6,31.62,40,28.48,5.24,160.32
15:09:00,794.15,936.44,31.63,35,29.66,5.24,160.38
15:10:00,788.85,936.28,31.58,44,27.99,5.24,160.37
15:11:00,792.46,936.12,31.56,41,28.8,5.26,160.36
15:12:00,787.58,935.96,31.62,37,28.53,5.26,160.37
15:13:00,787.01,935.79,31.63,40,27.67,5.24,160.36
15:14:00,790.62,935.62,31.8,43,28.59,5.24,160.35
15:15:00,785.27,935.45,31.76,36,29.04,5.25,160.36
15:16:00,785.27,935.27,31.72,39,27.85,5.25,160.36
15:17:00,785.25,935.1,31.73,36,28.76,5.25,160.36
15:18:00,783.22,934.92,31.86,35,28.34,5.2,160.4
15:19:00,778.14,934.73,31.88,41,27.67,5.26,160.37
15:20:00,778.14,934.55,31.77,36,28.22,5.28,160.37
15:21:00,775.71,934.36,31.73,37,27.77,5.24,160.36
15:22:00,778.12,934.17,31.85,35,28.25,5.2,160.34
15:23:00,778.14,933.97,31.92,39,27.96,5.28,160.35
15:24:00,770.96,933.77,31.82,36,28.72,5.26,160.4
15:25:00,770.91,933.57,31.73,37,27.53,5.26,160.36
15:26:00,770.91,933.37,31.89,37,27.92,5.24,160.35
15:27:00,770.91,933.16,31.96,35,27.57,5.25,160.38
15:28:00,770.93,932.95,32.05,36,27.49,5.28,160.35
15:29:00,769.1,932.74,32.13,44,27.95,5.25,160.36
15:30:00,763.85,932.53,31.88,42,27.71,5.24,160.35
15:31:00,762.92,932.31,31.59,40,27.85,5.27,160.35
15:32:00,762.92,932.09,31.42,35,27.58,5.25,160.36
15:33:00,763.02,931.87,31.56,33,27.07,5.25,160.36
15:34:00,762.45,931.64,31.5,41,27.47,5.28,160.38
15:35:00,762.38,931.41,31.42,44,27.13,5.25,160.39
15:36:00,758.43,931.18,31.24,35,27.07,5.29,160.38
15:37:00,758.43,930.94,31.21,38,26.36,5.25,160.35
15:38:00,756.64,930.7,31.01,37,26.58,5.25,160.34
15:39:00,756.72,930.46,30.8,41,27.15,5.25,160.37
15:40:00,756.67,930.21,30.6,35,26.89,5.25,160.38
15:41:00,756.67,929.96,30.57,37,26.2,5.25,160.38
15:42:00,751.3,929.71,30.63,36,26.74,5.26,160.38
15:43:00,749.49,929.46,30.59,37,25.81,5.24,160.34
15:44:00,749.49,929.2,30.62,36,26.27,5.25,160.36
15:45:00,747.77,928.94,30.63,37,25.88,5.24,160.39
15:46:00,747.8,928.67,30.67,33,25.71,5.24,160.36
15:47:00,747.8,928.41,30.57,36,25.5,5.26,160.37
15:48:00,747.8,928.14,30.47,33,25.99,5.24,160.36
15:49:00,740.56,927.86,30.47,35,25.14,5.25,160.35
15:50:00,742.43,927.58,30.47,35,25.35,5.24,160.34
15:51:00,740.54,927.3,30.61,37,24.85,5.24,160.33
15:52:00,740.54,927.02,30.47,32,25.37,5.24,160.35
15:53:00,738.73,926.73,30.76,34,24.5,5.19,160.34
15:54:00,738.75,926.44,31.18,34,25.27,5.25,160.31
15:55:00,733.43,926.14,31.53,33,25.93,5.24,160.33
15:56:00,733.41,925.85,31.89,37,24.53,5.24,160.33
15:57:00,733.41,925.54,32.08,36,24.59,5.26,160.33
15:58:00,731.72,925.24,31.96,32,24.57,5.26,160.35
15:59:00,728.14,924.93,31.59,32,24.38,5.24,160.34
16:00:00,732.72,924.62,31.37,33,24.36,5.25,160.33
16:01:00,726.3,924.3,31.05,33,24.38,5.26,160.33
16:02:00,726.27,923.98,30.98,33,24.35,5.24,160.34
16:03:00,724.53,923.66,31.06,33,24.08,5.24,160.31
16:04:00,719.16,923.33,31.13,29,23.96,5.21,160.33
16:05:00,719.19,923,31.21,32,23.35,5.23,160.31
16:06:00,719.19,922.67,31.49,32,23.59,5.25,160.32
16:07:00,719.12,922.33,31.82,31,23.03,5.24,160.33
16:08:00,717.35,921.99,32.17,35,23,5.24,160.32
16:09:00,711.98,921.64,32.09,34,23.81,5.27,160.35
16:10:00,710.17,921.29,31.84,33,22.98,5.25,160.35
16:11:00,710.19,920.94,31.89,40,23.12,5.24,160.33
16:12:00,710.14,920.58,31.89,30,23.62,5.24,160.31
16:13:00,704.9,920.22,31.61,32,23.19,5.24,160.32
16:14:00,703.06,919.86,31.59,30,23.24,5.24,160.32
16:15:00,703.13,919.49,31.49,31,23.17,5.29,160.31
16:16:00,703.06,919.12,31.58,30,23.52,5.25,160.33
16:17:00,703.06,918.74,31.66,29,23.03,5.24,160.34
16:18:00,703.06,918.36,31.49,39,22.92,5.24,160.3
16:19:00,695.98,917.97,31.15,27,23.1,5.27,160.33
16:20:00,695.95,917.58,31.06,29,22.6,5.25,160.32
16:21:00,695.93,917.19,30.95,29,22.79,5.25,160.35
16:22:00,690.63,916.79,31.13,32,22.49,5.24,160.33
16:23:00,688.82,916.39,30.97,38,22.19,5.25,160.32
16:24:00,688.79,915.98,30.82,30,22.45,5.24,160.32
16:25:00,683.38,915.57,31.02,29,22.2,5.26,160.35
16:26:00,679.85,915.16,30.99,28,22.23,5.24,160.32
16:27:00,679.85,914.74,30.62,28,22.25,5.23,160.32
16:28:00,679.82,914.31,30.45,29,22.07,5.24,160.33
16:29:00,678.11,913.88,30.45,33,21.74,5.24,160.29
16:30:00,672.71,913.45,30.42,30,22.17,5.24,160.31
16:31:00,672.69,913.01,30.59,32,21.44,5.24,160.29
16:32:00,672.67,912.57,30.55,27,21.89,5.24,160.32
16:33:00,667.35,912.12,30.48,28,21.56,5.24,160.3
16:34:00,665.53,911.67,30.53,31,21.53,5.24,160.33
16:35:00,665.53,911.22,30.52,26,21.82,5.24,160.31
16:36:00,662,910.76,30.38,29,21.55,5.24,160.31
16:37:00,658.35,910.29,30.37,27,21.22,5.24,160.32
16:38:00,658.33,909.82,30.44,28,21.37,5.24,160.29
16:39:00,651.24,909.34,30.62,28,21.17,5.24,160.32
16:40:00,651.19,908.86,30.74,35,21.23,5.24,160.29
16:41:00,644.04,908.38,30.63,27,21.2,5.26,160.33
16:42:00,642.37,907.89,30.64,27,20.57,5.24,160.32
16:43:00,642.32,907.39,30.71,29,20,5.25,160.29
16:44:00,636.95,906.89,30.72,26,20.33,5.25,160.32
16:45:00,635.14,906.39,30.71,30,20.36,5.24,160.32
16:46:00,635.14,905.87,30.73,28,20.17,5.25,160.3
16:47:00,635.14,905.36,30.82,27,19.68,5.24,160.34
16:48:00,635.14,904.84,30.8,31,19.76,5.24,160.34
16:49:00,628.05,904.31,30.35,27,19.8,5.24,160.33
16:50:00,628.05,903.78,30.31,27,20.1,5.23,160.29
16:51:00,628,903.24,30.32,27,20.13,5.24,160.31
16:52:00,624.43,902.69,30.41,29,19.9,5.24,160.32
16:53:00,620.92,902.14,30.61,27,19.6,5.24,160.34
16:54:00,620.87,901.59,30.74,26,19.63,5.22,160.33
16:55:00,620.9,901.03,30.46,26,19.95,5.24,160.32
16:56:00,613.74,900.46,30.47,27,19.68,5.23,160.28
16:57:00,611.95,899.89,30.43,26,19.72,5.23,160.29
16:58:00,611.92,899.31,30.63,27,19.31,5.25,160.33
16:59:00,610.58,898.73,30.68,27,19.07,5.24,160.34
17:00:00,604.82,898.14,30.47,28,18.63,5.25,160.32
17:01:00,604.79,897.54,30.38,36,19.15,5.24,160.41
17:02:00,604.74,896.94,30.24,27,18.6,5.24,160.34
17:03:00,597.66,896.33,30.25,27,19.37,5.25,160.31
17:04:00,597.61,895.71,30.32,28,19.23,5.25,160.32
17:05:00,597.58,895.09,30.27,27,18.91,5.24,160.31
17:06:00,590.53,894.46,30.19,27,18.32,5.23,160.31
17:07:00,590.53,893.83,30.29,24,18.84,5.24,160.29
17:08:00,590.55,893.19,30.57,24,18.41,5.24,160.28
17:09:00,583.34,892.54,30.47,25,18.26,5.24,160.28
17:10:00,579.76,891.89,30.46,24,18.08,5.24,160.29
17:11:00,576.16,891.22,30.33,25,17.92,5.24,160.3
17:12:00,574.45,890.56,30.41,24,17.99,5.24,160.3
17:13:00,574.47,889.88,30.51,27,17.99,5.24,160.32
17:14:00,574.45,889.2,30.64,25,17.45,5.24,160.31
17:15:00,567.29,888.51,30.7,28,17.78,5.24,160.27
17:16:00,567.26,887.81,30.73,23,17.62,5.23,160.29
17:17:00,565.55,887.11,30.65,23,17.63,5.24,160.28
17:18:00,560.18,886.4,30.61,23,17.36,5.24,160.28
17:19:00,553,885.68,30.72,23,17.57,5.23,160.28
17:20:00,553.02,884.96,30.92,24,16.77,5.24,160.29
17:21:00,553.02,884.22,31.02,25,16.96,5.24,160.3
17:22:00,553,883.48,30.92,25,16.95,5.24,160.31
17:23:00,545.79,882.73,30.86,25,16.72,5.24,160.31
17:24:00,544.1,881.97,30.83,25,16.47,5.23,160.29
17:25:00,536.92,881.21,31,23,16.85,5.24,160.26
17:26:00,536.92,880.44,31.23,23,16.65,5.24,160.26
17:27:00,531.65,879.66,31.1,24,16.47,5.23,160.27
17:28:00,529.86,878.87,31,23,16.43,5.24,160.28
17:29:00,529.88,878.07,31.19,23,16.25,5.24,160.28
17:30:00,529.83,877.26,31.46,25,16.07,5.23,160.29
17:31:00,522.73,876.45,31.68,25,15.86,5.24,160.29
17:32:00,522.75,875.62,31.83,24,15.97,5.24,160.28
17:33:00,522.7,874.79,31.57,25,16.04,5.23,160.29
17:34:00,515.52,873.95,31.02,24,15.87,5.24,160.29
17:35:00,515.52,873.1,31.02,24,15.56,5.24,160.29
17:36:00,510.2,872.24,31.2,24,15.49,5.24,160.27
17:37:00,506.62,871.37,31.24,0,15.76,5.23,160.28
17:38:00,506.6,870.49,31.38,0,15.34,5.24,160.27
17:39:00,502.75,869.61,31.46,0,15.54,5.23,160.3
17:40:00,499.46,868.71,31.42,0,15.11,5.23,160.3
17:41:00,495.88,867.8,31.43,23,15.66,5.23,160.26
17:42:00,492.38,866.88,31.41,23,15.4,5.24,160.28
17:43:00,488.73,865.96,31.49,23,15.08,5.24,160.27
17:44:00,485.15,865.02,31.18,23,15.05,5.23,160.28
17:45:00,485.2,864.07,30.83,24,15.41,5.23,160.28
17:46:00,477.99,863.12,30.76,25,14.79,5.24,160.29
17:47:00,478.01,862.15,30.89,24,15.15,5.24,160.28
17:48:00,472.7,861.17,31.18,24,14.74,5.24,160.28
17:49:00,469.14,860.18,31.51,24,14.81,5.24,160.3
17:50:00,465.56,859.18,31.59,23,14.66,5.24,160.28
17:51:00,461.94,858.17,31.46,24,14.64,5.24,160.28
17:52:00,461.94,857.14,31.05,24,14.56,5.24,160.26
17:53:00,461.96,856.11,30.65,24,14.12,5.24,160.29
17:54:00,454.88,855.06,30.41,23,14.57,5.24,160.28
17:55:00,454.88,854.01,30.38,0,14.3,5.23,160.27
17:56:00,447.74,852.94,30.47,0,14.23,5.24,160.28
17:57:00,447.74,851.85,30.6,0,14.4,5.24,160.26
17:58:00,447.74,850.76,30.49,0,14.42,5.24,160.27
17:59:00,442.33,849.65,30.4,0,14.05,5.25,160.27
18:00:00,438.75,848.53,30.36,0,14.04,5.24,160.28
18:01:00,433.38,847.4,30.31,0,13.74,5.24,160.27
18:02:00,431.64,846.26,30.31,0,13.19,5.23,160.27
18:03:00,428.03,845.1,30.26,0,13.71,5.24,160.29
18:04:00,424.46,843.93,30.21,23,13.22,5.24,160.29
18:05:00,424.46,842.74,30.28,0,13.25,5.24,160.28
18:06:00,417.35,841.54,30.3,0,13.24,5.24,160.26
18:07:00,415.58,840.33,30.25,0,12.64,5.24,160.3
18:08:00,410.21,839.1,30.37,0,12.82,5.24,160.3
18:09:00,410.24,837.86,30.43,23,12.84,5.24,160.29
18:10:00,403.08,836.61,30.34,0,12.21,5.24,160.29
18:11:00,401.27,835.33,30.45,0,12.15,5.23,160.29
18:12:00,401.24,834.05,30.56,0,11.96,5.24,160.29
18:13:00,394.16,832.75,30.72,23,12.25,5.22,160.28
18:14:00,394.18,831.43,30.96,0,11.95,5.24,160.29
18:15:00,390.56,830.1,30.86,23,11.52,5.23,160.3
18:16:00,386.93,828.75,30.61,0,11.69,5.22,160.28
18:17:00,386.9,827.38,30.44,0,11.63,5.24,160.27
18:18:00,386.93,826,30.34,0,11.73,5.23,160.26
18:19:00,379.84,824.6,30.17,0,11.41,5.23,160.25
18:20:00,372.74,823.19,30.04,0,11.35,5.24,160.25
18:21:00,372.71,821.76,30.19,0,10.78,5.24,160.26
18:22:00,367.37,820.31,30.43,0,10.88,5.23,160.27
18:23:00,363.84,818.84,30.68,0,10.7,5.23,160.27
18:24:00,363.79,817.35,30.72,0,10.28,5.23,160.26
18:25:00,356.66,815.85,30.51,0,10.47,5.23,160.26
18:26:00,344.18,814.32,30.55,0,10.13,5.23,160.26
18:27:00,349.47,812.78,30.64,0,9.67,5.23,160.26
18:28:00,349.5,811.22,30.65,0,9.81,5.24,160.26
18:29:00,349.5,809.63,30.67,0,9.88,5.23,160.25
18:30:00,342.37,808.03,30.78,0,9.62,5.22,160.25
18:31:00,342.37,806.41,30.72,0,9.35,5.24,160.26
18:32:00,342.32,804.77,30.46,0,9.29,5.24,160.26
18:33:00,333.42,803.1,30.44,0,9.32,5.24,160.27
18:34:00,333.44,801.42,30.72,0,8.94,5.23,160.25
18:35:00,326.31,799.71,30.88,0,8.99,5.23,160.24
18:36:00,326.29,797.98,30.9,0,8.77,5.23,160.22
18:37:00,319.1,796.22,30.82,0,8.9,5.23,160.23
18:38:00,319.13,794.45,30.93,0,8.41,5.22,160.24
18:39:00,312.02,792.65,31.01,0,8.4,5.22,160.23
18:40:00,304.84,790.82,30.99,0,7.99,5.23,160.21
18:41:00,304.86,788.98,30.93,0,7.9,5.23,160.21
18:42:00,304.86,787.1,30.85,0,7.64,5.21,160.2
18:43:00,297.68,785.21,30.8,0,7.56,5.22,160.18
18:44:00,295.94,783.28,30.58,0,7.8,5.21,160.18
18:45:00,295.94,781.33,30.34,0,7.25,5.21,160.16
18:46:00,288.76,779.36,30.39,0,7.25,5.21,160.15
18:47:00,288.76,777.35,30.64,0,7.11,5.21,160.15
18:48:00,287.04,775.32,30.63,0,6.93,5.21,160.12
18:49:00,281.62,773.26,30.58,0,6.79,5.2,160.1
18:50:00,281.62,771.17,30.62,0,6.8,5.2,160.07
18:51:00,274.49,769.06,30.54,0,6.67,5.2,160.05
18:52:00,232.28,766.91,30.53,0,6.25,5.19,160.02
18:53:00,181.49,764.73,30.55,0,5.1,5.17,159.96
18:54:00,258.41,762.52,30.54,0,4.04,5.15,159.85
18:55:00,251.2,760.28,30.58,0,6.4,5.16,159.77
18:56:00,179.95,758.01,30.51,0,5.42,5.14,159.74
18:57:00,138.87,755.7,30.38,0,2.46,5.11,159.62
18:58:00,131.71,753.37,30.35,0,0.47,5.08,159.4
18:59:00,217.28,750.99,30.28,0,1.44,5.06,159.18
19:00:00,148.13,748.58,30.37,0,3.91,5.05,159.18
19:01:00,235.12,746.14,30.45,0,2.7,5.02,159.09
19:02:00,236.91,743.66,30.43,0,5.06,5.01,158.96
19:03:00,236.91,741.14,30.37,0,5.54,5,158.91
19:04:00,229.73,738.59,30.41,0,4.59,5,158.87
19:05:00,220.91,735.99,30.27,0,4.69,4.99,158.79
19:06:00,183.67,733.36,30.03,0,4.36,4.97,158.7
19:07:00,220.88,730.69,29.81,0,2.82,4.95,158.61
19:08:00,213.75,727.97,29.63,0,4.64,4.95,158.45
19:09:00,138.82,725.22,29.59,0,3.55,4.93,158.39
19:10:00,147.79,722.42,29.66,0,1.39,4.9,158.21
19:11:00,195.95,719.57,29.67,0,2.89,4.88,158.06
19:12:00,176.05,716.68,29.57,0,2.86,4.87,157.96
19:13:00,135.38,713.75,29.52,0,2.19,4.83,157.83
19:14:00,129.87,710.77,29.48,0,1.36,4.82,157.72
19:15:00,122.71,707.74,29.53,0,0.36,4.79,157.51
19:16:00,115.6,704.66,29.62,0,0.77,4.76,157.38
19:17:00,115.58,701.53,29.53,0,0.2,4.73,157.26
19:18:00,115.6,698.35,29.41,0,0,4.71,157.12
19:19:00,108.45,695.12,29.3,0,0.19,4.68,156.94
19:20:00,108.47,691.84,29.26,0,0.24,4.66,156.77
19:21:00,108.45,688.5,29.24,0,0.01,4.64,156.59
19:22:00,108.45,685.1,29.3,0,0.09,4.62,156.41
19:23:00,110.24,681.65,29.44,0,0.72,4.59,156.23
19:24:00,110.26,678.14,29.7,0,1.57,4.57,156.05
19:25:00,101.29,674.56,29.7,0,0.19,4.54,155.87
19:26:00,122.66,670.93,29.64,0,0.24,4.51,155.69
19:27:00,138.77,667.23,29.6,0,1.63,4.49,155.51
19:28:00,94.25,663.47,29.69,0,1.88,4.47,155.51
19:29:00,85.28,659.65,29.64,0,-0.03,4.45,155.18
19:30:00,85.26,655.75,29.65,0,0.07,4.43,155.18
19:31:00,78.08,651.79,29.63,0,0.54,4.4,155
19:32:00,76.34,647.75,29.51,0,-0.13,4.37,154.82
19:33:00,70.94,643.64,29.48,0,0.08,4.36,154.64
19:34:00,70.94,639.46,29.43,0,0.16,4.33,154.46
19:35:00,70.92,635.2,29.37,0,0.31,4.31,154.27
19:36:00,63.83,630.86,29.36,0,0.19,4.29,154.1
19:37:00,65.48,626.44,29.36,0,0.07,4.26,153.92
19:38:00,85.21,621.94,29.26,0,0.2,4.25,153.75
19:39:00,89.84,617.36,29.1,0,0.03,4.22,153.57
19:40:00,101.26,612.68,29.09,0,1.51,4.2,153.39
19:41:00,72.78,607.92,29.09,0,1.29,4.18,153.21
19:42:00,70.94,603.07,29.16,20,-0.89,4.15,153.05
19:43:00,63.83,598.12,29.25,20,0.06,4.12,152.87
19:44:00,70.97,593.08,29.24,20,0.4,4.1,152.69
19:45:00,63.81,587.93,29.25,20,0.07,4.08,152.49
19:46:00,63.81,582.69,29.32,0,0.03,4.07,152.49
19:47:00,63.81,577.34,29.36,20,0.09,4.04,152.32
19:48:00,63.79,571.89,29.25,0,0.07,4.01,152.14
19:49:00,63.79,566.32,29.18,0,0.02,3.99,151.96
19:50:00,63.76,560.64,29.09,0,0.16,3.98,151.79
19:51:00,63.79,554.85,28.97,20,-0.05,3.94,151.6
19:52:00,70.97,548.93,28.93,0,0,3.92,151.42
19:53:00,70.94,542.9,28.98,0,0,3.9,151.27
19:54:00,70.92,536.74,29.11,0,0,3.88,151.09
19:55:00,78.05,530.45,29.1,0,0,3.87,150.94
19:56:00,78.03,524.02,29.11,0,0,3.85,150.79
19:57:00,81.56,517.46,29.09,0,0,3.84,150.67
19:58:00,85.16,510.76,29.2,0,0,3.82,150.57
19:59:00,85.16,503.92,29.2,0,0,3.81,150.57
20:00:00,85.18,496.93,29.2,0,0,3.81,150.37
20:01:00,85.16,489.79,29.16,0,0,3.79,150.37
20:02:00,85.14,482.49,29.06,20,0,3.78,150.28
20:03:00,83.35,475.03,28.92,20,0,3.77,150.19
20:04:00,78,467.4,28.92,20,0,3.76,150.12
20:05:00,78.03,459.61,28.99,21,0,3.75,150.04
20:06:00,78,451.65,28.88,20,0,3.74,149.95
20:07:00,77.98,443.51,28.83,20,0,3.73,149.86
20:08:00,77.98,435.18,28.81,22,0,3.73,149.74
20:09:00,77.98,426.67,28.83,21,0,3.72,149.72
20:10:00,74.42,417.97,28.83,21,0,3.7,149.6
20:11:00,70.89,409.08,28.84,22,0,3.69,149.51
20:12:00,70.84,399.98,28.8,22,0,3.68,149.45
20:13:00,70.87,390.68,28.79,23,0,3.67,149.34
20:14:00,63.74,381.18,28.9,22,0,3.67,149.28
20:15:00,63.74,371.46,28.95,22,0,3.65,149.22
20:16:00,63.71,361.53,29.05,22,0,3.64,149.13
20:17:00,54.74,351.38,29.02,22,0,3.63,149.04
20:18:00,54.74,341,29.09,22,0,3.62,148.95
20:19:00,51.21,330.41,28.9,23,0,3.61,148.87
20:20:00,47.63,319.59,28.81,22,0,3.61,148.78
20:21:00,47.61,308.54,28.7,24,0,3.58,148.78
20:22:00,44.1,297.27,28.61,24,0,3.57,148.6
20:23:00,40.47,285.77,28.52,24,0,3.56,148.51
20:24:00,40.5,274.05,28.36,23,0,3.55,148.42
20:25:00,35.11,262.12,28.27,23,0,3.54,148.42
20:26:00,33.39,249.97,28.2,23,0,3.53,148.33
20:27:00,33.37,237.62,28.19,23,0,3.53,148.24
20:28:00,33.37,225.08,28.17,24,0,3.52,148.16
20:29:00,31.6,212.36,28.17,24,0,3.51,148.07
20:30:00,26.23,199.49,28.23,23,0,3.5,147.98
20:31:00,26.26,186.48,28.35,24,0,3.48,147.88
20:32:00,26.28,173.36,28.48,24,0,3.47,147.81
20:33:00,26.26,160.17,28.56,24,0,3.46,147.72
20:34:00,26.28,146.95,28.48,24,0,3.45,147.63
20:35:00,24.44,133.75,28.4,24,0,3.44,147.52
20:36:00,17.36,120.63,28.27,24,0,3.43,147.44
20:37:00,17.33,107.65,28.15,24,0,3.42,147.35
20:38:00,17.33,94.89,28.06,24,0,3.41,147.27
20:39:00,17.31,82.46,28,24,0,3.39,147.27
20:40:00,17.26,70.45,27.95,24,0,3.39,147.09
20:41:00,17.26,58.99,27.93,24,0,3.38,147.09
20:42:00,17.26,48.21,27.98,24,0,3.37,146.99
20:43:00,13.73,38.24,28.09,24,0,3.37,146.9
20:44:00,1.25,29.24,28.11,24,0,3.35,146.8
20:45:00,1.3,21.34,28.08,24,0,3.34,146.72
20:46:00,1.25,14.68,27.95,24,0,3.34,146.63
20:47:00,1.23,9.34,27.89,24,0,3.32,146.53
20:48:00,1.25,5.35,27.8,24,0,3.3,146.43
20:49:00,1.25,2.65,27.77,24,0,3.29,146.36
20:50:00,1.25,1.06,27.89,24,0,3.29,146.27
20:51:00,1.28,0.3,28.04,23,0,3.27,146.18
20:52:00,1.21,0.05,28.05,23,0,3.27,146.07
20:53:00,1.21,0,28.01,23,0,3.26,146.07
20:54:00,1.23,0,28.02,23,0,3.25,145.99
20:55:00,1.23,0,27.99,23,0,3.24,145.82
20:56:00,1.25,0,27.96,24,0,3.23,145.74
20:57:00,1.21,0,27.9,23,0,3.22,145.74
20:58:00,1.23,0,27.83,23,0,3.21,145.64
20:59:00,1.21,0,27.78,23,0,3.2,145.55
21:00:00,1.21,0,27.74,23,0,3.19,145.46
21:01:00,1.21,0,27.73,23,0,3.18,145.38
21:02:00,1.21,0,27.7,23,0,3.17,145.28
21:03:00,1.21,0,27.7,23,0,3.17,145.18
21:04:00,1.21,0,27.73,23,0,3.15,145.1
21:05:00,1.18,0,27.72,23,0,3.14,144.99
21:06:00,1.18,0,27.73,22,0,3.13,144.91
21:07:00,1.18,0,27.78,23,0,3.11,144.82
21:08:00,1.18,0,27.8,23,0,3.11,144.74
21:09:00,1.18,0,27.83,22,0,3.1,144.74
21:10:00,1.18,0,27.94,22,0,3.09,144.57
21:11:00,1.16,0,28.02,22,0,3.09,144.48
21:12:00,1.16,0,28.03,22,0,3.08,144.38
21:13:00,1.18,0,27.95,22,0,3.07,144.38
21:14:00,1.16,0,27.83,22,0,3.05,144.31
21:15:00,1.16,0,27.71,22,0,3.05,144.23
21:16:00,1.11,0,27.58,22,0,3.03,144.14
21:17:00,1.21,0,27.48,22,0,3.02,144.05
21:18:00,1.16,0,27.46,22,0,3.02,143.95
21:19:00,1.13,0,27.41,21,0,3.02,143.9
21:20:00,1.16,0,27.33,21,0,3,143.81
21:21:00,1.13,0,27.29,21,0,2.99,143.73
21:22:00,1.13,0,27.22,21,0,2.99,143.63
21:23:00,1.13,0,27.18,21,0,2.98,143.55
21:24:00,1.16,0,27.18,21,0,2.96,143.47
21:25:00,1.13,0,27.16,21,0,2.96,143.39
21:26:00,1.16,0,27.14,21,0,2.94,143.29
21:27:00,1.13,0,27.11,0,0,2.94,143.22
21:28:00,1.13,0,27.09,0,0,2.94,143.22
21:29:00,1.18,0,27.06,0,0,2.93,143.14
21:30:00,1.13,0,27.06,0,0,2.92,143.04
21:31:00,1.16,0,27.04,0,0,2.89,142.95
21:32:00,1.16,0,27.01,0,0,2.9,142.88
21:33:00,1.13,0,26.98,0,0,2.92,142.79
21:34:00,1.13,0,26.97,0,0,2.88,142.71
21:35:00,1.13,0,26.95,0,0,2.87,142.64
21:36:00,1.11,0,26.96,0,0,2.88,142.52
21:37:00,1.13,0,26.98,0,0,2.88,142.47
21:38:00,1.11,0,27.06,0,0,2.86,142.37
21:39:00,1.11,0,27.14,0,0,2.84,142.3
21:40:00,1.11,0,27.2,0,0,2.83,142.19
21:41:00,1.11,0,27.23,0,0,2.82,142.17
21:42:00,1.11,0,27.28,0,0,2.82,142.06
21:43:00,1.11,0,27.22,0,0,2.81,142.06
21:44:00,1.13,0,27.16,0,0,2.8,141.92
21:45:00,1.11,0,27.1,0,0,2.79,141.85
21:46:00,1.11,0,27.08,0,0,2.78,141.76
21:47:00,1.11,0,27.04,0,0,2.78,141.66
21:48:00,1.11,0,27.02,0,0,2.77,141.66
21:49:00,1.11,0,27,0,0,2.75,141.59
21:50:00,1.11,0,26.99,0,0,2.76,141.5
21:51:00,1.13,0,27.05,0,0,2.74,141.42
21:52:00,1.11,0,27.06,0,0,2.73,141.32
21:53:00,1.11,0,26.98,0,0,2.73,141.26
21:54:00,1.08,0,26.96,0,0,2.72,141.18
21:55:00,1.13,0,26.95,0,0,2.71,141.09
21:56:00,1.11,0,26.92,0,0,2.69,141.01
21:57:00,1.11,0,26.95,0,0,2.7,140.92
21:58:00,1.11,0,26.97,0,0,2.69,140.85
21:59:00,1.08,0,26.97,0,0,2.69,140.76
